baseline,,bm3,,dmso_1,,dmso_2,,4-Phenylimidazole_0.1,,4-Phenylimidazole_0.2,,4-Phenylimidazole_0.3,,4-Phenylimidazole_0.4,,4-Phenylimidazole_0.5,,4-Phenylimidazole_0.6,,4-Phenylimidazole_0.7,,4-Phenylimidazole_0.8,,4-Phenylimidazole_0.9,,4-Phenylimidazole_1.0,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
755.0220947,0.0002315081365,755.0220947,0.001171754557,755.0220947,-0.0006109448732,755.0220947,0.002626056317,755.0220947,0.003318934934,755.0220947,0.005539703183,755.0220947,0.002011200646,755.0220947,0.006855492014,755.0220947,0.005902007222,755.0220947,0.0239284467,755.0220947,0.01215296891,755.0220947,0.01099540014,755.0220947,0.007505771704,755.0220947,0.009594826959,
754.0321045,0.001993984915,754.0321045,0.00264980807,754.0321045,0.004129093606,754.0321045,0.005096211564,754.0321045,0.004082761705,754.0321045,0.005430911202,754.0321045,0.007890439592,754.0321045,0.0079920711,754.0321045,0.006175437011,754.0321045,0.02255376801,754.0321045,0.0166787263,754.0321045,0.009697229601,754.0321045,0.008100504987,754.0321045,0.009447287768,
753.0418091,0.00143261184,753.0418091,0.001584675629,753.0418091,0.005614352878,753.0418091,0.004907045513,753.0418091,0.004678788595,753.0418091,0.006074229255,753.0418091,0.005894843955,753.0418091,0.00801374577,753.0418091,0.006093655247,753.0418091,0.01942104846,753.0418091,0.02061655186,753.0418091,0.009272241965,753.0418091,0.01162521727,753.0418091,0.002995189745,
752.0510864,0.002813371597,752.0510864,0.006892416161,752.0510864,0.00634516729,752.0510864,0.00563485967,752.0510864,0.008404669352,752.0510864,0.009406125173,752.0510864,0.008601227775,752.0510864,0.01029303856,752.0510864,0.01001517661,752.0510864,0.02181043103,752.0510864,0.02641445585,752.0510864,0.01062240452,752.0510864,0.01516300905,752.0510864,0.01142869517,
751.0600586,0.0001379941386,751.0600586,0.002093309537,751.0600586,0.004721991252,751.0600586,0.004204233177,751.0600586,0.005286508705,751.0600586,0.006141042337,751.0600586,0.006079216953,751.0600586,0.007293966599,751.0600586,0.005957876332,751.0600586,0.02066832036,751.0600586,0.02243790403,751.0600586,0.007061531767,751.0600586,0.009488560259,751.0600586,0.01011057757,
750.0686646,-0.0006567995879,750.0686646,-0.002528826939,750.0686646,-0.001362000825,750.0686646,0.003541754093,750.0686646,0.001952014631,750.0686646,0.002062383574,750.0686646,0.005479248241,750.0686646,0.004947600421,750.0686646,0.004319045693,750.0686646,0.0184033066,750.0686646,0.01986476034,750.0686646,0.009433822706,750.0686646,0.006921425927,750.0686646,0.006414412521,
748.9352417,-0.000306226575,748.9352417,-0.001136458945,748.9352417,0.004242578987,748.9352417,0.001560358447,748.9352417,0.002666476881,748.9352417,0.005551344249,748.9352417,0.004983210005,748.9352417,0.00551605504,748.9352417,0.01129806601,748.9352417,0.01868950762,748.9352417,0.02018395066,748.9352417,0.009747844189,748.9352417,0.006000655238,748.9352417,0.006958486512,
747.9431152,-0.002559708664,747.9431152,0.001186160254,747.9431152,0.001657661167,747.9431152,0.003516752971,747.9431152,0.003022689372,747.9431152,0.001566905179,747.9431152,0.0063681514,747.9431152,0.004504529294,747.9431152,0.006355385296,747.9431152,0.01874701865,747.9431152,0.02507528104,747.9431152,0.00763895316,747.9431152,0.007736863568,747.9431152,0.007876494899,
746.9506226,-0.002420157194,746.9506226,0.002372341696,746.9506226,0.00300621544,746.9506226,0.003027563915,746.9506226,0.006462491117,746.9506226,0.01109590288,746.9506226,0.006332821678,746.9506226,0.007270012051,746.9506226,0.005191637669,746.9506226,0.02160649747,746.9506226,0.02081206441,746.9506226,0.006818518974,746.9506226,0.008193823509,746.9506226,0.009219779633,
745.9577637,-0.001609038445,745.9577637,0.0001150006938,745.9577637,0.002561083995,745.9577637,0.00272716675,745.9577637,0.003608282888,745.9577637,0.003852221649,745.9577637,0.007540117018,745.9577637,0.004864871036,745.9577637,0.004079626407,745.9577637,0.0215333458,745.9577637,0.01426088903,745.9577637,0.007076187059,745.9577637,0.007809256669,745.9577637,0.006617351901,
